Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51
P449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,4,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.25,0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.50,0.00,0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.25,0.00,0.50
P450,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0.33,0.00,0.00,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,1.00
P451,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0.50,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.50,0.00,0.00
P452,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67
P453,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00
P454,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50
P455,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,1,1,0,2,0,0,1,1,3,0,0,0,1,0,1,0,0,1,1,1,1,0,0,3,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.67,0.00,0.00,0.33,0.33,1.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.33,0.33,0.33,0.00
P456,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,1,1,1,1,0,3,2,0,3,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00,0.33,0.00,0.33,0.33,0.33,0.33,0.00,1.00,0.67
P457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P458,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.50,0.00,0.50,0.00,0.00,0.50
P459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,2,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.50,0.50,0.50,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50
P460,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.50,0.00,0.50,0.50,0.00,0.50,0.00,1.00,0.00,0.50
P461,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.00
P462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
P463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
P464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00
P465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
P466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
P467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
P469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.50,0.00,0.50,0.00
P471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
P472,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00
P473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
P475,3,5,1,2,2,3,4,0,3,0,2,4,1,3,6,1,4,4,1,4,4,6,2,2,3,4,0,4,2,1,0,2,0,3,3,6,0,1,7,0,1,2,1,3,2,4,2,7,1,2,3,2,0,7,0.43,0.71,0.14,0.29,0.29,0.43,0.57,0.00,0.43,0.00,0.29,0.57,0.14,0.43,0.86,0.14,0.57,0.57,0.14,0.57,0.57,0.86,0.29,0.29,0.43,0.57,0.00,0.57,0.29,0.14,0.00,0.29,0.00,0.43,0.43,0.86,0.00,0.14,1.00,0.00,0.14,0.29,0.14,0.43,0.29,0.57,0.29,1.00,0.14,0.29,0.43,0.29
P476,1,0,1,1,3,0,0,0,2,2,1,1,2,0,0,1,0,0,2,0,2,2,0,0,0,1,0,1,1,0,1,0,2,2,2,0,1,0,0,3,4,0,0,1,2,0,4,2,4,1,2,4,0,4,0.25,0.00,0.25,0.25,0.75,0.00,0.00,0.00,0.50,0.50,0.25,0.25,0.50,0.00,0.00,0.25,0.00,0.00,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.00,0.25,0.00,0.50,0.50,0.50,0.00,0.25,0.00,0.00,0.75,1.00,0.00,0.00,0.25,0.50,0.00,1.00,0.50,1.00,0.25,0.50,1.00
P477,1,0,1,0,0,1,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,1,1,1,3,2,1,0,3,0,3,0,0,1,0,1,2,0,0,3,0,3,0.33,0.00,0.33,0.00,0.00,0.33,0.00,1.00,0.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67,1.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.33,0.33,1.00,0.67,0.33,0.00,1.00,0.00,1.00,0.00,0.00,0.33,0.00,0.33,0.67,0.00,0.00,1.00
P478,1,0,0,2,3,0,1,0,0,0,1,0,1,2,0,0,1,3,2,2,0,1,0,0,2,5,1,0,3,1,0,0,1,1,0,0,1,2,0,0,4,1,2,2,1,1,0,0,1,1,2,3,0,5,0.20,0.00,0.00,0.40,0.60,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.20,0.40,0.00,0.00,0.20,0.60,0.40,0.40,0.00,0.20,0.00,0.00,0.40,1.00,0.20,0.00,0.60,0.20,0.00,0.00,0.20,0.20,0.00,0.00,0.20,0.40,0.00,0.00,0.80,0.20,0.40,0.40,0.20,0.20,0.00,0.00,0.20,0.20,0.40,0.60
P479,0,3,1,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,2,0,3,0,0,0,5,3,0,1,1,0,1,0,1,1,0,1,0,0,0,0,2,4,2,2,2,0,4,0,5,0.00,0.60,0.20,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.20,0.00,0.40,0.00,0.60,0.00,0.00,0.00,1.00,0.60,0.00,0.20,0.20,0.00,0.20,0.00,0.20,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.40,0.80,0.40,0.40,0.40,0.00,0.80
P480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,1.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.33,0.33
P481,1,2,0,0,0,0,1,1,1,0,1,1,2,2,1,2,2,1,1,2,0,3,0,1,3,3,1,1,4,1,0,1,2,1,1,2,3,1,0,0,0,1,0,2,3,1,3,0,2,2,1,5,0,5,0.20,0.40,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.20,0.20,0.40,0.40,0.20,0.40,0.40,0.20,0.20,0.40,0.00,0.60,0.00,0.20,0.60,0.60,0.20,0.20,0.80,0.20,0.00,0.20,0.40,0.20,0.20,0.40,0.60,0.20,0.00,0.00,0.00,0.20,0.00,0.40,0.60,0.20,0.60,0.00,0.40,0.40,0.20,1.00
P482,0,0,1,0,1,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,2,1,1,3,1,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,2,0,3,0,2,0,1,1,2,0,3,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.33,1.00,0.33,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.67,0.00,0.33,0.33,0.67
P483,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00
P484,3,5,3,6,10,5,2,1,4,1,5,8,10,4,7,2,8,2,6,3,4,4,8,3,4,4,5,3,2,1,3,9,5,3,6,1,2,5,2,2,3,5,6,3,6,2,5,3,6,8,8,2,1,10,0.22,0.44,0.22,0.56,1.00,0.44,0.11,0.00,0.33,0.00,0.44,0.78,1.00,0.33,0.67,0.11,0.78,0.11,0.56,0.22,0.33,0.33,0.78,0.22,0.33,0.33,0.44,0.22,0.11,0.00,0.22,0.89,0.44,0.22,0.56,0.00,0.11,0.44,0.11,0.11,0.22,0.44,0.56,0.22,0.56,0.11,0.44,0.22,0.56,0.78,0.78,0.11
P485,15,9,8,11,12,12,13,13,12,9,13,6,15,6,13,10,14,13,8,9,10,9,9,10,9,12,9,7,7,8,10,8,8,6,7,10,10,10,7,16,4,6,10,9,10,7,9,11,4,8,11,8,4,16,0.92,0.42,0.33,0.58,0.67,0.67,0.75,0.75,0.67,0.42,0.75,0.17,0.92,0.17,0.75,0.50,0.83,0.75,0.33,0.42,0.50,0.42,0.42,0.50,0.42,0.67,0.42,0.25,0.25,0.33,0.50,0.33,0.33,0.17,0.25,0.50,0.50,0.50,0.25,1.00,0.00,0.17,0.50,0.42,0.50,0.25,0.42,0.58,0.00,0.33,0.58,0.33
P486,16,30,25,11,23,19,27,15,30,23,19,22,16,17,19,20,30,15,24,15,18,16,15,23,20,20,15,11,9,12,21,26,20,12,16,14,11,15,24,14,19,20,19,14,18,13,17,15,11,13,18,20,9,30,0.33,1.00,0.76,0.10,0.67,0.48,0.86,0.29,1.00,0.67,0.48,0.62,0.33,0.38,0.48,0.52,1.00,0.29,0.71,0.29,0.43,0.33,0.29,0.67,0.52,0.52,0.29,0.10,0.00,0.14,0.57,0.81,0.52,0.14,0.33,0.24,0.10,0.29,0.71,0.24,0.48,0.52,0.48,0.24,0.43,0.19,0.38,0.29,0.10,0.19,0.43,0.52
P487,7,10,15,12,14,10,9,12,15,11,10,16,19,10,14,13,18,10,16,17,17,6,19,16,13,18,6,10,11,11,10,10,13,12,16,10,9,16,12,10,8,6,9,11,8,14,10,13,8,7,8,20,6,20,0.07,0.29,0.64,0.43,0.57,0.29,0.21,0.43,0.64,0.36,0.29,0.71,0.93,0.29,0.57,0.50,0.86,0.29,0.71,0.79,0.79,0.00,0.93,0.71,0.50,0.86,0.00,0.29,0.36,0.36,0.29,0.29,0.50,0.43,0.71,0.29,0.21,0.71,0.43,0.29,0.14,0.00,0.21,0.36,0.14,0.57,0.29,0.50,0.14,0.07,0.14,1.00
P488,10,11,10,9,9,14,16,12,9,10,10,11,12,18,8,10,18,19,15,10,12,16,13,10,12,14,9,5,9,15,14,7,8,4,12,6,9,6,10,7,10,10,10,9,21,9,7,8,8,8,11,9,4,21,0.35,0.41,0.35,0.29,0.29,0.59,0.71,0.47,0.29,0.35,0.35,0.41,0.47,0.82,0.24,0.35,0.82,0.88,0.65,0.35,0.47,0.71,0.53,0.35,0.47,0.59,0.29,0.06,0.29,0.65,0.59,0.18,0.24,0.00,0.47,0.12,0.29,0.12,0.35,0.18,0.35,0.35,0.35,0.29,1.00,0.29,0.18,0.24,0.24,0.24,0.41,0.29
P489,5,8,4,8,6,5,4,5,4,8,7,5,4,7,7,6,3,7,6,4,6,4,4,5,7,5,3,1,1,3,2,3,2,3,5,2,8,4,1,7,5,3,2,3,7,1,0,2,1,7,6,4,0,8,0.63,1.00,0.50,1.00,0.75,0.63,0.50,0.63,0.50,1.00,0.88,0.63,0.50,0.88,0.88,0.75,0.38,0.88,0.75,0.50,0.75,0.50,0.50,0.63,0.88,0.63,0.38,0.13,0.13,0.38,0.25,0.38,0.25,0.38,0.63,0.25,1.00,0.50,0.13,0.88,0.63,0.38,0.25,0.38,0.88,0.13,0.00,0.25,0.13,0.88,0.75,0.50
P490,6,7,6,12,13,9,5,3,13,11,9,3,11,18,9,7,8,7,11,10,8,5,4,12,9,17,6,6,4,7,6,9,4,10,6,8,4,9,7,2,9,8,10,10,8,3,14,14,8,11,11,6,2,18,0.25,0.31,0.25,0.63,0.69,0.44,0.19,0.06,0.69,0.56,0.44,0.06,0.56,1.00,0.44,0.31,0.38,0.31,0.56,0.50,0.38,0.19,0.13,0.63,0.44,0.94,0.25,0.25,0.13,0.31,0.25,0.44,0.13,0.50,0.25,0.38,0.13,0.44,0.31,0.00,0.44,0.38,0.50,0.50,0.38,0.06,0.75,0.75,0.38,0.56,0.56,0.25
